@relation abc-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R6

@attribute DAY_OF_MONTH numeric
@attribute DAY_OF_WEEK numeric
@attribute CARRIER {AA,B6,DL,EV,MQ,OO,UA,WN}
@attribute ORIGIN {JFK,LAX,DFW,ORD,BOS,DEN,EWR}
@attribute DEP_TIME numeric
@attribute DISTANCE numeric
@attribute DEP_DEL15 {notdelayed,delayed}

@data
21,1,UA,ORD,2,2,?
17,4,OO,DFW,2,5,?
25,5,EV,DFW,2,3,?
3,4,DL,BOS,2,3,?
24,4,MQ,DFW,2,0,?
21,1,UA,ORD,2,1,?
14,1,AA,LAX,1,4,?
10,4,OO,ORD,1,0,?
28,1,UA,LAX,2,9,?
2,3,AA,DFW,2,4,?
3,4,MQ,DFW,2,3,?
4,5,OO,DEN,2,2,?
17,4,WN,LAX,1,3,?
23,3,WN,DEN,1,2,?
22,2,AA,DFW,1,4,?
11,5,UA,ORD,1,2,?
9,3,OO,DEN,2,3,?
10,4,B6,JFK,0,4,?
30,3,OO,DEN,2,3,?
7,1,AA,DFW,1,3,?
22,2,WN,LAX,1,6,?
18,5,B6,DEN,2,6,?
5,6,AA,DFW,1,4,?
19,6,UA,ORD,2,2,?
29,2,AA,JFK,2,10,?
25,5,UA,DFW,1,3,?
19,6,EV,ORD,1,3,?
10,4,B6,JFK,1,1,?
18,5,AA,DEN,2,3,?
11,5,MQ,ORD,1,3,?
22,2,AA,DFW,1,1,?
17,4,DL,LAX,1,1,?
19,6,UA,ORD,2,3,?
26,6,WN,DEN,2,4,?
15,2,B6,JFK,1,10,?
30,3,WN,LAX,1,0,?
28,1,UA,DEN,2,3,?
25,5,AA,JFK,1,10,?
11,5,DL,DEN,0,4,?
25,5,EV,ORD,2,2,?
1,2,UA,DEN,1,6,?
19,6,AA,LAX,2,9,?
21,1,AA,BOS,1,0,?
4,5,AA,DFW,2,4,?
25,5,EV,EWR,1,2,?
4,5,AA,ORD,2,7,?
14,1,OO,LAX,1,0,?
10,4,AA,ORD,2,6,?
15,2,MQ,ORD,2,1,?
7,1,UA,LAX,2,6,?
5,6,UA,EWR,1,4,?
17,4,UA,DEN,1,6,?
29,2,UA,DFW,1,5,?
13,7,B6,LAX,0,9,?
4,5,DL,LAX,1,6,?
13,7,AA,DFW,1,4,?
21,1,EV,BOS,2,2,?
15,2,AA,DFW,0,4,?
4,5,AA,ORD,2,4,?
21,1,DL,JFK,2,8,?
6,7,WN,DEN,1,3,?
28,1,UA,ORD,2,6,?
22,2,MQ,ORD,2,0,?
17,4,MQ,DFW,1,1,?
4,5,DL,LAX,2,1,?
9,3,MQ,DFW,1,1,?
17,4,UA,ORD,2,2,?
24,4,OO,ORD,1,2,?
12,6,EV,ORD,1,1,?
21,1,AA,DFW,1,4,?
20,7,UA,EWR,2,9,?
4,5,EV,EWR,2,0,?
8,2,UA,BOS,1,0,?
8,2,UA,ORD,2,5,?
16,3,B6,BOS,1,4,?
24,4,AA,ORD,1,2,?
5,6,AA,JFK,2,9,?
21,1,UA,EWR,1,5,?
29,2,AA,ORD,1,3,?
1,2,UA,LAX,1,1,?
22,2,WN,DEN,2,6,?
12,6,AA,LAX,2,7,?
1,2,MQ,ORD,1,0,?
16,3,UA,ORD,1,2,?
5,6,MQ,ORD,1,0,?
4,5,WN,DEN,2,3,?
27,7,DL,JFK,2,10,?
29,2,UA,DEN,2,1,?
30,3,OO,DEN,1,5,?
30,3,DL,DEN,2,1,?
15,2,EV,EWR,1,2,?
18,5,DL,JFK,1,3,?
9,3,B6,JFK,0,6,?
8,2,MQ,ORD,2,1,?
8,2,AA,DFW,1,2,?
8,2,UA,EWR,2,3,?
13,7,UA,EWR,2,8,?
12,6,WN,LAX,2,5,?
18,5,AA,BOS,1,1,?
19,6,EV,DFW,1,2,?
28,1,B6,JFK,1,9,?
11,5,DL,BOS,1,0,?
11,5,EV,DFW,1,1,?
13,7,UA,BOS,2,7,?
26,6,WN,BOS,1,7,?
25,5,UA,LAX,1,9,?
16,3,MQ,DFW,1,2,?
3,4,WN,DEN,1,3,?
15,2,AA,LAX,1,9,?
6,7,B6,ORD,1,8,?
29,2,UA,ORD,2,7,?
8,2,MQ,ORD,2,2,?
22,2,AA,ORD,1,4,?
9,3,B6,JFK,2,8,?
22,2,UA,ORD,2,1,?
5,6,EV,ORD,1,3,?
11,5,UA,ORD,1,3,?
25,5,OO,LAX,1,2,?
9,3,AA,BOS,1,0,?
10,4,UA,LAX,2,9,?
8,2,WN,DEN,1,3,?
4,5,UA,EWR,2,3,?
8,2,AA,ORD,2,6,?
10,4,AA,DFW,1,4,?
15,2,AA,DFW,2,4,?
10,4,UA,DEN,1,5,?
1,2,OO,ORD,2,2,?
15,2,WN,LAX,1,0,?
30,3,MQ,ORD,0,2,?
23,3,DL,BOS,0,3,?
8,2,WN,LAX,2,1,?
27,7,UA,LAX,1,9,?
25,5,UA,LAX,0,9,?
17,4,MQ,ORD,2,0,?
9,3,AA,ORD,2,2,?
13,7,WN,DEN,1,3,?
18,5,MQ,ORD,2,2,?
20,7,WN,EWR,2,6,?
19,6,B6,EWR,1,4,?
22,2,DL,LAX,0,9,?
11,5,AA,DFW,2,0,?
23,3,B6,BOS,1,6,?
9,3,UA,EWR,2,9,?
10,4,DL,LAX,0,7,?
13,7,WN,LAX,1,1,?
7,1,OO,LAX,1,2,?
4,5,WN,DEN,2,3,?
11,5,DL,BOS,1,3,?
20,7,AA,LAX,1,8,?
19,6,DL,BOS,2,3,?
17,4,AA,DFW,2,6,?
30,3,UA,EWR,0,2,?
28,1,EV,EWR,2,1,?
21,1,AA,ORD,1,6,?
25,5,UA,DEN,1,4,?
7,1,AA,DFW,1,4,?
4,5,UA,LAX,2,6,?
26,6,MQ,JFK,1,1,?
4,5,OO,ORD,2,2,?
10,4,WN,DEN,1,6,?
17,4,MQ,DFW,2,2,?
29,2,MQ,ORD,1,0,?
9,3,WN,DEN,0,3,?
4,5,WN,LAX,1,1,?
27,7,UA,LAX,2,1,?
16,3,B6,LAX,2,10,?
19,6,MQ,DFW,1,0,?
29,2,WN,LAX,1,7,?
28,1,B6,BOS,2,4,?
26,6,AA,DFW,1,3,?
4,5,MQ,ORD,1,0,?
10,4,OO,LAX,2,1,?
8,2,WN,DEN,2,3,?
8,2,MQ,DFW,1,0,?
3,4,UA,DEN,2,3,?
27,7,AA,ORD,2,3,?
27,7,UA,DEN,2,2,?
23,3,WN,LAX,2,1,?
9,3,AA,JFK,2,0,?
14,1,EV,ORD,1,2,?
17,4,AA,DFW,2,4,?
3,4,UA,BOS,2,7,?
25,5,UA,DEN,2,4,?
9,3,AA,BOS,1,0,?
2,3,MQ,ORD,1,1,?
23,3,DL,ORD,1,0,?
20,7,OO,DEN,1,3,?
27,7,UA,DEN,1,3,?
14,1,UA,LAX,2,1,?
13,7,MQ,DFW,2,2,?
18,5,EV,EWR,1,0,?
30,3,UA,BOS,1,10,?
15,2,DL,JFK,2,7,?
13,7,MQ,ORD,2,0,?
5,6,AA,DFW,2,4,?
17,4,AA,DFW,1,0,?
5,6,WN,LAX,2,1,?
23,3,OO,ORD,2,1,?
26,6,UA,ORD,0,3,?
5,6,AA,BOS,2,2,?
17,4,AA,BOS,1,1,?
9,3,DL,LAX,0,2,?
17,4,AA,DFW,2,0,?
9,3,UA,EWR,2,8,?
11,5,DL,BOS,2,2,?
23,3,EV,ORD,1,0,?
10,4,UA,LAX,0,6,?
18,5,DL,JFK,2,8,?
24,4,WN,EWR,2,2,?
18,5,EV,EWR,2,2,?
6,7,AA,ORD,1,2,?
10,4,AA,DFW,1,1,?
13,7,MQ,ORD,1,2,?
2,3,UA,DEN,2,3,?
18,5,OO,LAX,2,1,?
26,6,MQ,DFW,2,1,?
13,7,OO,LAX,0,0,?
24,4,UA,EWR,0,9,?
6,7,MQ,ORD,2,0,?
11,5,WN,DEN,1,3,?
19,6,WN,DEN,2,4,?
25,5,MQ,ORD,2,0,?
29,2,AA,DFW,2,3,?
13,7,MQ,ORD,0,0,?
15,2,WN,DEN,2,2,?
25,5,WN,DEN,1,3,?
15,2,B6,DFW,2,6,?
3,4,OO,DEN,1,3,?
20,7,AA,ORD,2,3,?
30,3,UA,DEN,0,6,?
4,5,OO,DEN,2,0,?
13,7,B6,EWR,2,3,?
21,1,EV,DFW,1,3,?
9,3,UA,EWR,1,3,?
15,2,MQ,ORD,2,1,?
13,7,OO,LAX,2,1,?
6,7,DL,LAX,1,6,?
19,6,AA,DFW,0,3,?
17,4,DL,BOS,1,3,?
15,2,AA,JFK,2,2,?
28,1,WN,DEN,1,6,?
26,6,UA,ORD,2,2,?
10,4,EV,EWR,2,2,?
18,5,AA,DFW,1,5,?
5,6,AA,DFW,1,3,?
4,5,DL,BOS,2,4,?
8,2,WN,DEN,1,2,?
8,2,EV,ORD,2,0,?
7,1,WN,DEN,1,2,?
24,4,MQ,EWR,2,2,?
15,2,WN,LAX,2,0,?
8,2,EV,EWR,1,0,?
24,4,AA,ORD,1,3,?
26,6,AA,DFW,1,2,?
11,5,AA,ORD,0,3,?
3,4,WN,DEN,1,2,?
17,4,WN,BOS,2,3,?
16,3,OO,ORD,2,0,?
12,6,EV,ORD,2,2,?
5,6,AA,BOS,1,6,?
6,7,B6,JFK,0,4,?
14,1,UA,EWR,2,2,?
11,5,AA,LAX,1,0,?
30,3,WN,LAX,2,7,?
6,7,UA,ORD,2,1,?
30,3,AA,ORD,2,2,?
11,5,WN,DEN,2,2,?
7,1,WN,DEN,2,5,?
8,2,AA,DFW,0,4,?
7,1,UA,EWR,2,4,?
29,2,B6,JFK,2,9,?
13,7,AA,LAX,1,7,?
28,1,WN,DEN,1,3,?
1,2,UA,EWR,1,3,?
21,1,AA,BOS,2,10,?
28,1,AA,DFW,1,6,?
19,6,DL,JFK,2,9,?
18,5,UA,DEN,1,6,?
8,2,EV,EWR,0,4,?
18,5,WN,DEN,1,6,?
25,5,AA,DFW,2,0,?
7,1,AA,DFW,1,0,?
4,5,B6,BOS,1,9,?
30,3,B6,BOS,1,1,?
8,2,UA,ORD,2,3,?
9,3,OO,DEN,2,3,?
2,3,AA,LAX,2,1,?
23,3,MQ,ORD,2,0,?
26,6,EV,ORD,1,3,?
16,3,AA,DFW,2,4,?
9,3,OO,ORD,1,0,?
8,2,WN,DEN,2,3,?
21,1,B6,BOS,1,5,?
20,7,AA,DEN,1,5,?
23,3,MQ,JFK,1,1,?
5,6,AA,ORD,2,6,?
15,2,WN,LAX,1,1,?
19,6,EV,DFW,2,3,?
17,4,MQ,ORD,1,2,?
16,3,MQ,ORD,2,0,?
11,5,WN,DEN,1,3,?
5,6,AA,LAX,1,8,?
1,2,EV,EWR,0,0,?
10,4,DL,LAX,2,3,?
6,7,UA,EWR,2,9,?
13,7,WN,DEN,1,1,?
10,4,UA,LAX,0,8,?
22,2,B6,BOS,1,1,?
29,2,MQ,ORD,2,2,?
22,2,WN,DEN,2,3,?
6,7,UA,EWR,1,5,?
2,3,EV,ORD,0,0,?
28,1,UA,ORD,2,7,?
21,1,AA,DFW,1,2,?
3,4,UA,DEN,2,2,?
16,3,UA,ORD,1,1,?
27,7,OO,LAX,1,1,?
21,1,AA,DFW,2,3,?
3,4,UA,EWR,0,9,?
18,5,UA,DEN,2,3,?
16,3,WN,DEN,1,2,?
1,2,OO,DEN,1,2,?
29,2,AA,DFW,1,5,?
30,3,OO,DEN,1,2,?
25,5,AA,DFW,2,2,?
26,6,OO,LAX,1,0,?
22,2,B6,BOS,1,0,?
26,6,AA,DFW,2,3,?
11,5,DL,LAX,2,1,?
5,6,B6,BOS,2,1,?
26,6,WN,DEN,2,4,?
10,4,DL,BOS,2,0,?
12,6,AA,DFW,1,3,?
22,2,AA,DFW,1,3,?
29,2,AA,DFW,1,5,?
4,5,UA,ORD,2,3,?
7,1,UA,DEN,1,2,?
28,1,DL,DFW,2,2,?
3,4,WN,DEN,2,1,?
23,3,UA,DEN,2,6,?
24,4,OO,LAX,2,0,?
23,3,OO,DEN,1,2,?
28,1,AA,DFW,0,3,?
11,5,AA,BOS,0,6,?
20,7,AA,BOS,2,5,?
6,7,AA,ORD,1,2,?
8,2,AA,DFW,2,0,?
1,2,DL,LAX,1,6,?
12,6,DL,LAX,2,9,?
20,7,MQ,ORD,1,0,?
8,2,B6,BOS,2,10,?
13,7,AA,ORD,1,2,?
19,6,AA,DFW,1,3,?
6,7,DL,BOS,1,0,?
4,5,UA,EWR,1,4,?
7,1,AA,LAX,2,1,?
24,4,MQ,DFW,1,2,?
28,1,UA,DEN,1,4,?
2,3,UA,ORD,1,2,?
22,2,UA,ORD,2,3,?
16,3,DL,JFK,2,4,?
2,3,UA,ORD,2,2,?
8,2,MQ,ORD,1,0,?
1,2,OO,ORD,2,1,?
13,7,WN,DEN,0,3,?
24,4,MQ,ORD,2,1,?
15,2,AA,DFW,2,2,?
27,7,WN,DEN,1,3,?
7,1,AA,DFW,2,4,?
29,2,DL,ORD,1,2,?
25,5,UA,LAX,2,6,?
17,4,OO,ORD,2,1,?
27,7,UA,DEN,1,3,?
24,4,OO,LAX,2,0,?
28,1,MQ,DFW,2,2,?
5,6,EV,EWR,2,1,?
15,2,UA,DEN,2,4,?
6,7,AA,DFW,1,4,?
12,6,UA,LAX,1,3,?
11,5,DL,LAX,1,3,?
1,2,MQ,JFK,1,1,?
8,2,MQ,ORD,2,1,?
10,4,OO,ORD,2,0,?
8,2,AA,DFW,1,4,?
8,2,UA,ORD,1,2,?
20,7,WN,DEN,2,1,?
27,7,UA,DEN,2,3,?
6,7,B6,EWR,1,4,?
21,1,B6,BOS,2,4,?
17,4,UA,ORD,1,4,?
9,3,B6,JFK,2,4,?
15,2,AA,LAX,2,4,?
29,2,UA,DEN,1,7,?
2,3,AA,DFW,0,4,?
11,5,B6,BOS,1,9,?
13,7,AA,DFW,1,0,?
25,5,OO,ORD,2,5,?
5,6,DL,BOS,0,0,?
12,6,MQ,ORD,1,1,?
4,5,AA,LAX,2,10,?
10,4,UA,ORD,0,3,?
20,7,MQ,DFW,1,0,?
1,2,WN,LAX,1,0,?
12,6,AA,ORD,1,5,?
24,4,OO,DEN,2,1,?
13,7,WN,LAX,0,5,?
28,1,WN,BOS,2,3,?
23,3,WN,LAX,2,0,?
12,6,OO,LAX,2,1,?
16,3,DL,EWR,1,2,?
1,2,AA,ORD,1,3,?
11,5,AA,ORD,2,3,?
17,4,AA,DEN,2,2,?
29,2,DL,JFK,2,9,?
17,4,AA,ORD,2,2,?
30,3,WN,DEN,2,6,?
13,7,AA,LAX,1,8,?
15,2,DL,DFW,1,3,?
22,2,OO,DEN,1,3,?
8,2,AA,DFW,2,4,?
22,2,MQ,ORD,2,1,?
10,4,B6,BOS,2,2,?
4,5,MQ,ORD,0,1,?
23,3,MQ,DFW,1,1,?
24,4,UA,LAX,1,9,?
25,5,B6,LAX,1,10,?
2,3,AA,JFK,2,5,?
27,7,OO,LAX,1,0,?
10,4,WN,DEN,2,3,?
28,1,UA,DFW,2,2,?
10,4,WN,LAX,2,1,?
28,1,UA,EWR,1,0,?
9,3,UA,LAX,0,9,?
4,5,OO,ORD,1,2,?
3,4,EV,EWR,2,0,?
3,4,AA,DFW,2,3,?
27,7,DL,LAX,1,7,?
19,6,EV,DFW,1,0,?
25,5,AA,DFW,2,4,?
15,2,UA,DEN,1,6,?
21,1,EV,DFW,1,0,?
11,5,DL,JFK,2,10,?
24,4,AA,LAX,1,4,?
8,2,OO,DEN,1,0,?
6,7,B6,LAX,0,9,?
17,4,EV,ORD,2,2,?
20,7,DL,JFK,2,9,?
14,1,UA,ORD,1,6,?
24,4,AA,ORD,1,2,?
20,7,WN,BOS,1,1,?
25,5,UA,BOS,2,7,?
26,6,UA,DEN,1,5,?
8,2,AA,ORD,2,2,?
30,3,UA,ORD,1,2,?
12,6,UA,LAX,0,5,?
22,2,OO,DEN,1,0,?
7,1,EV,DFW,1,2,?
11,5,EV,ORD,2,2,?
7,1,DL,LAX,2,7,?
29,2,AA,JFK,2,2,?
8,2,AA,ORD,1,7,?
10,4,AA,LAX,2,9,?
17,4,AA,DFW,2,4,?
29,2,UA,ORD,2,2,?
18,5,WN,LAX,1,1,?
28,1,OO,DEN,1,0,?
24,4,MQ,ORD,1,0,?
2,3,DL,JFK,2,4,?
2,3,AA,EWR,2,2,?
4,5,AA,DFW,1,3,?
25,5,UA,DEN,1,2,?
23,3,WN,DEN,2,7,?
15,2,DL,EWR,2,2,?
16,3,AA,BOS,0,3,?
13,7,UA,ORD,2,6,?
6,7,B6,JFK,1,10,?
29,2,EV,EWR,1,2,?
6,7,DL,LAX,0,2,?
23,3,WN,DEN,2,3,?
25,5,WN,DEN,1,3,?
21,1,MQ,DFW,2,2,?
27,7,OO,ORD,2,1,?
14,1,OO,LAX,2,1,?
9,3,WN,EWR,2,2,?
11,5,AA,DFW,2,3,?
23,3,AA,ORD,2,5,?
10,4,UA,EWR,1,1,?
27,7,EV,DFW,2,0,?
20,7,B6,JFK,1,3,?
12,6,DL,JFK,1,6,?
14,1,WN,DEN,1,5,?
11,5,UA,EWR,2,2,?
24,4,UA,EWR,2,10,?
24,4,MQ,ORD,1,2,?
17,4,AA,DFW,2,4,?
8,2,AA,DFW,2,14,?
1,2,MQ,ORD,1,1,?
4,5,AA,ORD,0,3,?
4,5,AA,DEN,1,6,?
9,3,AA,JFK,2,6,?
22,2,DL,LAX,1,6,?
7,1,B6,JFK,1,3,?
20,7,DL,JFK,1,4,?
19,6,UA,DEN,1,9,?
3,4,MQ,DFW,2,0,?
28,1,B6,EWR,1,3,?
21,1,AA,DFW,2,1,?
7,1,DL,DEN,1,4,?
23,3,OO,LAX,2,0,?
11,5,UA,ORD,1,6,?
13,7,WN,DEN,1,3,?
24,4,DL,ORD,2,1,?
7,1,AA,DFW,1,4,?
21,1,B6,DEN,2,7,?
26,6,UA,ORD,2,2,?
24,4,WN,LAX,1,0,?
11,5,AA,BOS,0,5,?
17,4,OO,ORD,2,3,?
20,7,B6,BOS,2,9,?
15,2,UA,BOS,0,0,?
14,1,MQ,DFW,1,0,?
20,7,MQ,ORD,1,2,?
12,6,WN,LAX,1,1,?
28,1,AA,LAX,1,0,?
22,2,AA,BOS,0,5,?
27,7,AA,ORD,2,2,?
8,2,AA,ORD,2,2,?
3,4,AA,DFW,1,5,?
28,1,DL,DEN,1,4,?
11,5,AA,DFW,1,4,?
19,6,AA,DFW,1,4,?
7,1,AA,DFW,2,2,?
8,2,UA,BOS,1,3,?
4,5,EV,EWR,2,2,?
23,3,UA,ORD,2,1,?
13,7,UA,ORD,1,6,?
27,7,AA,DFW,2,0,?
23,3,DL,JFK,2,9,?
7,1,UA,LAX,2,1,?
13,7,B6,JFK,2,3,?
9,3,MQ,ORD,1,0,?
19,6,OO,ORD,2,5,?
1,2,AA,DEN,2,2,?
20,7,WN,DEN,1,2,?
7,1,OO,LAX,1,0,?
26,6,AA,LAX,1,9,?
17,4,EV,ORD,2,2,?
8,2,UA,LAX,2,9,?
30,3,OO,LAX,1,1,?
16,3,DL,BOS,1,0,?
24,4,UA,ORD,2,7,?
9,3,MQ,ORD,1,1,?
28,1,AA,DFW,1,4,?
8,2,AA,ORD,1,1,?
19,6,B6,JFK,2,1,?
14,1,UA,EWR,2,1,?
19,6,B6,EWR,1,6,?
25,5,AA,ORD,2,3,?
1,2,UA,EWR,1,9,?
8,2,DL,JFK,2,1,?
25,5,WN,LAX,2,1,?
14,1,UA,LAX,2,10,?
8,2,EV,ORD,2,1,?
21,1,MQ,ORD,2,0,?
14,1,OO,LAX,2,0,?
9,3,AA,EWR,2,4,?
14,1,B6,EWR,2,3,?
21,1,UA,EWR,1,2,?
8,2,OO,ORD,1,1,?
11,5,OO,DEN,2,2,?
26,6,AA,LAX,2,1,?
25,5,AA,ORD,2,4,?
1,2,DL,ORD,2,1,?
4,5,EV,EWR,0,3,?
9,3,AA,BOS,0,3,?
9,3,EV,ORD,2,2,?
19,6,EV,EWR,1,1,?
20,7,UA,DEN,2,5,?
1,2,AA,ORD,1,3,?
4,5,AA,EWR,2,5,?
26,6,OO,DEN,2,0,?
26,6,AA,DFW,1,5,?
27,7,AA,BOS,0,6,?
1,2,AA,DFW,1,0,?
3,4,AA,DFW,1,3,?
20,7,AA,DFW,1,3,?
16,3,DL,DFW,2,2,?
22,2,UA,ORD,1,3,?
14,1,AA,ORD,1,6,?
20,7,DL,BOS,0,0,?
17,4,MQ,DFW,2,1,?
19,6,DL,BOS,1,2,?
29,2,DL,DEN,1,6,?
28,1,WN,LAX,1,4,?
13,7,EV,DFW,1,2,?
20,7,AA,EWR,1,2,?
30,3,B6,JFK,1,1,?
27,7,WN,BOS,2,2,?
11,5,DL,BOS,1,3,?
26,6,DL,JFK,2,9,?
23,3,OO,DEN,1,0,?
9,3,EV,DFW,1,1,?
15,2,MQ,JFK,1,1,?
3,4,UA,DEN,1,5,?
4,5,UA,DFW,2,2,?
18,5,MQ,ORD,2,0,?
17,4,UA,LAX,1,9,?
19,6,WN,DEN,2,5,?
25,5,UA,ORD,2,2,?
21,1,DL,LAX,2,8,?
7,1,WN,LAX,1,1,?
21,1,AA,ORD,2,3,?
19,6,AA,ORD,0,3,?
28,1,MQ,ORD,2,0,?
14,1,OO,DFW,1,3,?
19,6,WN,EWR,2,6,?
25,5,UA,DEN,1,3,?
7,1,AA,DFW,2,2,?
25,5,B6,BOS,2,0,?
3,4,AA,LAX,0,6,?
29,2,WN,DEN,2,5,?
16,3,UA,BOS,2,10,?
17,4,OO,DEN,2,3,?
8,2,EV,EWR,2,1,?
6,7,OO,ORD,2,0,?
28,1,UA,ORD,1,1,?
12,6,EV,DFW,1,1,?
8,2,EV,ORD,1,2,?
20,7,WN,LAX,2,6,?
17,4,AA,DFW,2,4,?
13,7,WN,DEN,1,1,?
24,4,OO,ORD,2,2,?
6,7,UA,DEN,1,1,?
8,2,AA,DFW,1,4,?
19,6,AA,ORD,1,4,?
24,4,EV,EWR,2,2,?
15,2,DL,ORD,0,0,?
10,4,MQ,DFW,1,0,?
26,6,OO,DEN,1,1,?
16,3,UA,EWR,0,8,?
10,4,OO,ORD,1,0,?
8,2,B6,BOS,1,4,?
24,4,UA,ORD,2,3,?
8,2,UA,ORD,2,6,?
7,1,WN,DEN,1,2,?
10,4,AA,DFW,1,4,?
28,1,DL,JFK,1,7,?
23,3,AA,JFK,0,3,?
3,4,UA,DEN,1,2,?
13,7,MQ,ORD,2,0,?
23,3,UA,ORD,0,3,?
25,5,OO,LAX,1,0,?
19,6,AA,BOS,1,1,?
7,1,WN,EWR,0,2,?
1,2,WN,DEN,1,3,?
3,4,UA,EWR,2,2,?
9,3,B6,BOS,2,4,?
27,7,MQ,ORD,1,2,?
16,3,UA,DEN,1,3,?
21,1,UA,ORD,2,3,?
30,3,EV,EWR,2,2,?
28,1,AA,ORD,1,2,?
3,4,UA,DEN,2,2,?
4,5,OO,DEN,1,3,?
15,2,AA,ORD,2,2,?
23,3,EV,DFW,1,2,?
23,3,UA,ORD,1,7,?
13,7,AA,BOS,2,1,?
16,3,EV,DFW,1,1,?
27,7,DL,BOS,2,2,?
10,4,B6,ORD,2,3,?
18,5,WN,BOS,2,7,?
17,4,EV,DFW,2,3,?
25,5,B6,JFK,1,1,?
3,4,WN,DEN,2,3,?
18,5,UA,EWR,1,4,?
20,7,MQ,ORD,1,1,?
11,5,EV,EWR,2,1,?
19,6,AA,DEN,0,2,?
7,1,UA,EWR,2,10,?
18,5,AA,BOS,2,3,?
8,2,WN,DEN,1,3,?
11,5,UA,DEN,2,2,?
1,2,UA,EWR,1,3,?
5,6,B6,BOS,1,0,?
17,4,AA,DFW,1,5,?
18,5,WN,DEN,1,5,?
1,2,EV,ORD,1,2,?
9,3,DL,JFK,1,10,?
5,6,OO,DFW,1,3,?
3,4,UA,DEN,1,5,?
1,2,UA,JFK,0,9,?
19,6,AA,DFW,1,5,?
9,3,DL,JFK,1,2,?
21,1,B6,JFK,2,9,?
8,2,AA,DFW,2,3,?
21,1,OO,LAX,2,0,?
18,5,WN,BOS,2,3,?
20,7,DL,JFK,1,10,?
7,1,AA,DFW,0,5,?
17,4,AA,DFW,2,0,?
14,1,EV,EWR,0,1,?
19,6,UA,BOS,1,10,?
15,2,AA,DFW,1,4,?
10,4,AA,LAX,0,4,?
24,4,DL,JFK,1,2,?
3,4,B6,JFK,1,1,?
28,1,AA,DFW,2,5,?
9,3,WN,LAX,1,1,?
29,2,AA,DFW,1,3,?
8,2,WN,DEN,1,3,?
3,4,DL,LAX,1,6,?
20,7,EV,DFW,2,1,?
13,7,EV,EWR,2,2,?
7,1,UA,JFK,1,10,?
29,2,AA,ORD,0,1,?
29,2,MQ,ORD,2,1,?
26,6,EV,DFW,1,2,?
14,1,DL,BOS,1,3,?
2,3,AA,JFK,1,4,?
2,3,B6,BOS,2,1,?
2,3,MQ,DFW,2,0,?
2,3,B6,BOS,0,0,?
27,7,MQ,DFW,1,1,?
11,5,EV,ORD,2,0,?
16,3,B6,LAX,2,9,?
7,1,OO,LAX,2,1,?
25,5,AA,DFW,2,4,?
12,6,B6,JFK,0,9,?
8,2,AA,ORD,2,6,?
28,1,DL,JFK,2,7,?
17,4,UA,DEN,2,3,?
25,5,AA,DFW,1,2,?
19,6,MQ,DFW,1,1,?
13,7,DL,LAX,2,7,?
17,4,OO,LAX,1,4,?
4,5,MQ,ORD,2,1,?
23,3,WN,DEN,1,4,?
4,5,WN,LAX,2,2,?
1,2,WN,EWR,2,2,?
8,2,B6,BOS,2,10,?
27,7,AA,EWR,2,5,?
17,4,MQ,ORD,1,2,?
2,3,AA,LAX,1,0,?
15,2,B6,BOS,2,1,?
20,7,DL,JFK,1,6,?
11,5,EV,ORD,2,0,?
10,4,EV,ORD,1,2,?
2,3,UA,EWR,1,5,?
18,5,UA,DEN,0,3,?
2,3,UA,ORD,1,3,?
25,5,AA,ORD,1,3,?
16,3,EV,EWR,2,0,?
27,7,AA,LAX,0,4,?
25,5,WN,DEN,2,3,?
11,5,OO,LAX,1,2,?
18,5,DL,LAX,1,6,?
4,5,UA,EWR,2,0,?
3,4,MQ,DFW,1,1,?
23,3,OO,ORD,0,0,?
17,4,B6,BOS,2,1,?
24,4,AA,JFK,2,10,?
20,7,MQ,ORD,1,0,?
17,4,UA,LAX,0,9,?
26,6,WN,DEN,1,3,?
25,5,AA,LAX,1,7,?
18,5,DL,JFK,0,10,?
25,5,AA,DFW,2,6,?
4,5,DL,ORD,1,0,?
7,1,AA,LAX,0,4,?
23,3,AA,JFK,1,9,?
1,2,UA,ORD,2,6,?
27,7,AA,LAX,1,4,?
17,4,AA,DFW,1,4,?
14,1,AA,DFW,2,3,?
10,4,MQ,DFW,2,0,?
9,3,AA,JFK,1,0,?
29,2,OO,ORD,1,3,?
14,1,AA,DFW,1,4,?
18,5,UA,ORD,2,2,?
4,5,DL,DFW,1,2,?
30,3,UA,ORD,2,7,?
8,2,AA,DFW,2,3,?
8,2,OO,ORD,2,0,?
29,2,AA,DFW,2,1,?
18,5,MQ,ORD,2,2,?
9,3,B6,JFK,2,4,?
3,4,MQ,ORD,1,1,?
30,3,UA,DEN,1,6,?
30,3,AA,JFK,2,2,?
17,4,AA,LAX,2,4,?
